Quality_Score,Species,Owner,Country of Origin,Company,Altitude,Region,Producer,Number of Bags,In-Country Partner,Harvest Year,Grading Date,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,Moisture,Category One Defects,Color,Category Two Defects,Certification Body,date_diff
81.0,Arabica,Mlimani Ngarashi,Tanzania,Mlimani Ngarashi,1525 M,Arusha,Mlimani Ngarashi,1,Africa Fine Coffee Association,2014-01-01 00:00:00,2014-12-15,Other,Completed,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,10.0,7.33,Sample  81.00,12%,0 full defects,Green,5 full defects,Africa Fine Coffee Association,365
81.0,Arabica,Kyagalanyi Ltd,Uganda,Kyagalanyi Coffee Ltd,1700,Eastern,Kyagalanyi coffee Ltd,320,Uganda Coffee Development Authority,2013-01-01 00:00:00,2014-06-30,SL14,Completed,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10.0,10.0,10.0,7.42,Sample  81.00,12%,0 full defects,Green,3 full defects,Uganda Coffee Development Authority,365
81.0,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Blossom Valley宸嶧國際,1100 M,Nantou Xinyi 南投縣信義鄉,Zhou hong xiu 周紅秀,10,Blossom Valley International,2013-01-01 00:00:00,2013-12-26,Typica,Completed,Semi-washed / Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.25,Sample  81.00,11%,0 full defects,Green,0 full defects,Blossom Valley International,365
81.0,Arabica,Doi Tung Development Project,Thailand,Doi Tung Development Project,800++,Thailand,Doi Tung Development Project,2,Specialty Coffee Association,2012-01-01 00:00:00,2013-05-29,Other,Completed,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10.0,10.0,10.0,7.17,Sample  81.00,0%,0 full defects,Green,3 full defects,Specialty Coffee Association,365
81.0,Arabica,ALEJANDRO GARCIA PALACIOS,Mexico,INDUSTRIALIZADORA DE KAFFEE ANDES S.A. DE C.V.,950,"MOTOZINTLA, CHIAPAS",MARTHA PALACIOS,10,AMECAFE,2012-01-01 00:00:00,2012-09-11,Other,Completed,Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,Sample  81.00,12%,0 full defects,Green,12 full defects,AMECAFE,365
81.0,Arabica,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Mexico,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE SA DE CV,1100,ADOLFO LOPEZ MATEOS,COOP,200,AMECAFE,2012-01-01 00:00:00,2012-07-03,Typica,Completed,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8.0,10.0,10.0,7.5,Sample  81.00,0%,0 full defects,Green,8 full defects,AMECAFE,365
80.92,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,八杞莊園,200,Taiwan,蕭閔家,150,Blossom Valley International,2017-01-01 00:00:00,2017-12-08,Other,Completed,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,10.0,10.0,10.0,7.25,Sample  80.92,0%,0 full defects,Blue-Green,0 full defects,Blossom Valley International,365
80.92,Arabica,Juan Luis Alvarado Romero,Guatemala,"UNEX GUATEMALA, S.A.",1901,ORIENTE,"AGRICOLA EL PILAR, S.A.",25,Asociacion Nacional Del Café,2017-01-01 00:00:00,2017-08-23,Bourbon,Completed,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,Sample  80.92,10%,0 full defects,Green,2 full defects,Asociacion Nacional Del Café,365
80.92,Arabica,Lydiah Mwangi,Kenya,C. Dorman limited,1600,Kiambu/Meru,thiririka/Thima,150,Kenya Coffee Traders Association,2017-01-01 00:00:00,2017-07-07,SL28,Completed,Washed / Wet,7.17,7.58,7.5,7.5,8.0,7.75,10.0,10.0,10.0,5.42,Sample  80.92,11%,0 full defects,Green,3 full defects,Kenya Coffee Traders Association,365
80.92,Arabica,Grupo Santab S.A de C.V.,Mexico,Grupo Santab S.A. de C.V.,1100,"Huatusco, Veracruz",Jose Oscar Garza Sardaneta,240,Centro Agroecológico del Café A.C.,2017-01-01 00:00:00,2017-05-12,Bourbon,Completed,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10.0,10.0,7.33,Sample  80.92,11%,0 full defects,Green,11 full defects,Centro Agroecológico del Café A.C.,365
80.92,Arabica,Min Hlaing,Myanmar,"Sithar Coffee Co., Ltd.",3500 ft,Pyinoolwin,Min Hlaing,2,Coffee Quality Institute,2015-01-01 00:00:00,2015-07-17,Other,Completed,Other,7.17,7.42,7.0,7.58,7.33,7.0,10.0,10.0,10.0,7.42,Sample  80.92,0%,0 full defects,None,5 full defects,Coffee Quality Institute,365
80.92,Arabica,Eileen Koyanagi,United States (Hawaii),Kona Pacific Farmers Cooperative,N/A,KONA,N/A,7,Specialty Coffee Association,2014-01-01 00:00:00,2015-01-13,Hawaiian Kona,Completed,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10.0,10.0,10.0,7.25,Sample  80.92,10%,2 full defects,Bluish-Green,5 full defects,Specialty Coffee Association,365
80.92,Arabica,Karatu Estate,Tanzania,Karatu Estate,1700,"Manyara, Karatu",Karatu Estate,250,Africa Fine Coffee Association,2014-01-01 00:00:00,2014-12-18,Other,Completed,Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.25,Sample  80.92,12%,0 full defects,Green,0 full defects,Africa Fine Coffee Association,365
80.92,Arabica,Jacques Pereira Carneiro,Brazil,Exportadora de Cafés Carmo de Minas LTDA,1200,MANTIQUEIRA DE MINAS,NAZARETH DIAS PEREIRA,300,Brazil Specialty Coffee Association,2014-01-01 00:00:00,2014-12-16,Yellow Bourbon,Completed,Natural / Dry,7.25,7.33,7.25,7.25,7.25,7.33,10.0,10.0,10.0,7.25,Sample  80.92,12%,0 full defects,Green,8 full defects,Brazil Specialty Coffee Association,365
80.92,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,宸嶧國際,550公尺,台中新社,張文進,10,Blossom Valley International,2014-01-01 00:00:00,2014-11-23,Typica,Completed,Washed / Wet,7.92,7.67,7.33,7.08,7.08,7.08,10.0,10.0,10.0,6.75,Sample  80.92,9%,0 full defects,Green,0 full defects,Blossom Valley International,365
80.92,Arabica,Ipanema Coffees,Brazil,Ipanema Coffees,1100,South Minas Gerais,Ipanema Agrícola SA,320,Specialty Coffee Association,2014-01-01 00:00:00,2014-10-16,Bourbon,Completed,Natural / Dry,7.17,7.42,7.17,7.25,7.25,7.33,10.0,10.0,10.0,7.33,Sample  80.92,10%,0 full defects,None,0 full defects,Specialty Coffee Association,365
80.92,Arabica,Chris Finch,Nicaragua,Volcafe Specialty Coffee,"Between 700 and 1,400 meters","Matagalpa, Jinotega and Nueva Segovia",N/A,275,Specialty Coffee Association,2013-01-01 00:00:00,2014-07-16,Caturra,Completed,Washed / Wet,7.33,7.08,7.25,7.0,7.5,7.42,10.0,10.0,10.0,7.33,Sample  80.92,10%,1 full defects,Green,3 full defects,Specialty Coffee Association,365
80.92,Arabica,Juan Luis Alvarado Romero,Guatemala,"Armajaro Guatemala, S. A.",5000 FT.,JALAPA,ROBERTO MONTERROSO,250,Asociacion Nacional Del Café,2014-01-01 00:00:00,2014-06-10,Pacas,Completed,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10.0,10.0,10.0,7.08,Sample  80.92,12%,2 full defects,Green,5 full defects,Asociacion Nacional Del Café,365
80.92,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Blossom Valley宸嶧國際,900 M,Taichung Taiping 台中市太平區,Lu bi yun呂碧云,35,Blossom Valley International,2013-01-01 00:00:00,2013-12-26,Typica,Completed,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,Sample  80.92,11%,0 full defects,None,0 full defects,Blossom Valley International,365
80.92,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Blossom Valley宸嶧國際,688 M,Nantou Lugu Bai he lin南投縣鹿谷鄉白鶴林,Ding jin cai 丁金財,5,Blossom Valley International,2013-01-01 00:00:00,2013-12-26,Typica,Completed,Other,7.25,7.17,7.08,7.08,7.08,8.08,10.0,10.0,10.0,7.17,Sample  80.92,11%,0 full defects,Green,0 full defects,Blossom Valley International,365
80.92,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Blossom Valley宸嶧國際,300 M,New Taipei Zhonghe 新北市中和區,Lu xing hui 呂星輝,10,Blossom Valley International,2013-01-01 00:00:00,2013-12-26,Typica,Completed,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,Sample  80.92,11%,0 full defects,Green,0 full defects,Blossom Valley International,365
80.92,Arabica,EDUARDO LUIS AUGUSTO VELAZQUEZ SOLIS,Mexico,N/A,1186,IXHUATLAN DEL CAFE,EDUARDO LUIS AUGUSTO VELAZQUEZ SOLIS,60,AMECAFE,2012-01-01 00:00:00,2012-07-11,Typica,Completed,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10.0,10.0,10.0,7.0,Sample  80.92,13%,0 full defects,Green,12 full defects,AMECAFE,365
80.92,Arabica,Doi Tung Development Project,Thailand,N/A,N/A,Unknown,Doi Tung Development Project,3,Specialty Coffee Association,N/A,2010-04-13,Peaberry,Completed,Other,7.67,7.58,7.33,7.33,7.17,7.0,10.0,10.0,10.0,6.83,Sample  80.92,0%,0 full defects,None,0 full defects,Specialty Coffee Association,365
80.83,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Laos,宸嶧國際,1300,"Paksong,Laos","Paksong,Laos",20,Blossom Valley International,2016-01-01 00:00:00,2017-06-22,Catimor,Completed,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10.0,10.0,10.0,7.33,Sample  80.83,0%,0 full defects,Green,0 full defects,Blossom Valley International,365
80.83,Arabica,The Coffee Source Inc.,Guatemala,The Coffee Source Inc.,1200,Orient,several,250,Specialty Coffee Association of Costa Rica,2013-01-01 00:00:00,2014-05-26,Caturra,Completed,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,10.0,7.08,Sample  80.83,11%,0 full defects,Green,1 full defects,Specialty Coffee Association of Costa Rica,365
80.83,Arabica,LUIS ROBERTO FERMOSO BELTRAN,Mexico,PRODUCTORA RURAL LA VICTORIA S.P.R. DE R.L.,1210,MOTOZINTLA,DOMINGO MUGUIRA REVUELTA,15,AMECAFE,2012-01-01 00:00:00,2012-08-30,Catuai,Completed,Semi-washed / Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10.0,10.0,10.0,7.33,Sample  80.83,13%,0 full defects,Green,7 full defects,AMECAFE,365
80.83,Arabica,JOSE MANUEL VERGARA CORTES,Mexico,CAFÉ SAN BLAS,1100,OAXACA,JUAN JOSE CASAS BLANCO,30,AMECAFE,2012-01-01 00:00:00,2012-08-29,Typica,Completed,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10.0,10.0,10.0,7.17,Sample  80.83,11%,0 full defects,Green,3 full defects,AMECAFE,365
80.83,Arabica,CHRISTINA DUSING,Mexico,N/A,100,VERACRUZ,MOISES GUILLERMO CARRERA MONTES,100,AMECAFE,2012-01-01 00:00:00,2012-07-03,Bourbon,Completed,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10.0,10.0,10.0,7.25,Sample  80.83,13%,0 full defects,Green,1 full defects,AMECAFE,365
80.83,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),CQI,N/A,Kona,N/A,7,Specialty Coffee Association,2012-01-01 00:00:00,2012-02-23,Hawaiian Kona,Completed,Washed / Wet,7.42,7.33,7.0,7.25,7.33,7.5,10.0,10.0,10.0,7.0,Sample  80.83,10%,2 full defects,Blue-Green,0 full defects,Specialty Coffee Association,365
80.83,Arabica,Exportadora de Cafe Condor S.A,Colombia,N/A,1800 m.s.n.m,Huila,Exportadora de Café Cóndor S.A,250,Almacafé,2010-01-01 00:00:00,2011-01-25,Other,Completed,Other,7.33,7.33,7.0,6.83,7.33,7.67,10.0,10.0,10.0,7.33,Sample  80.83,1%,0 full defects,None,1 full defects,Almacafé,365
80.75,Arabica,BOURBON SPECIALTY COFFEES,Brazil,BOURBON SPECIALTY COFFEES,N/A,MONTE CARMELO,DIOGO TUDELA NETO,320,Brazil Specialty Coffee Association,2015-01-01 00:00:00,2015-10-08,Other,Completed,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,10.0,10.0,10.0,7.25,Sample  80.75,0%,0 full defects,Green,1 full defects,Brazil Specialty Coffee Association,365
80.75,Arabica,U Soe,Myanmar,N/A,3825,Ywar Ngan,U Soe,1,Coffee Quality Institute,2015-01-01 00:00:00,2015-07-17,Catuai,Completed,Washed / Wet,6.92,7.5,7.0,7.58,7.5,7.08,10.0,10.0,10.0,7.17,Sample  80.75,0%,0 full defects,Green,2 full defects,Coffee Quality Institute,365
80.75,Arabica,Juan Luis Alvarado Romero,Guatemala,EXPORTCAFE,5440-5760 METROS,HUEHUETENANGO,OTTONIEL VILLATORO LOPEZ,275,Asociacion Nacional Del Café,2015-01-01 00:00:00,2015-06-18,Caturra,Completed,Washed / Wet,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,10.0,7.17,Sample  80.75,12%,0 full defects,Green,1 full defects,Asociacion Nacional Del Café,365
80.75,Arabica,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Nicaragua,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.","1,100.00 mosl",JINOTEGA,ROLANDO LACAYO,275,Asociación de Cafés Especiales de Nicaragua,2015-01-01 00:00:00,2015-05-28,Other,Completed,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10.0,10.0,10.0,7.25,Sample  80.75,12%,0 full defects,Green,5 full defects,Asociación de Cafés Especiales de Nicaragua,365
80.75,Arabica,Bismarck Castro,Honduras,CIGRAH S.A DE C.V,1450 masl,"Siguatepeque, Comayagua",La Gran Manzana,275,Instituto Hondureño del Café,2015-01-01 00:00:00,2015-05-25,Caturra,Completed,Natural / Dry,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,10.0,7.08,Sample  80.75,11%,0 full defects,Green,2 full defects,Instituto Hondureño del Café,365
80.75,Arabica,EssenceCoffee,Panama,Essence Coffee,1680M,Boquete,Lamastus,100,Blossom Valley International,2014-01-01 00:00:00,2015-05-23,Caturra,Completed,Other,7.25,7.33,7.17,7.33,7.33,7.17,10.0,10.0,10.0,7.17,Sample  80.75,11%,1 full defects,Green,4 full defects,Blossom Valley International,365
80.75,Arabica,CADEXSA,Honduras,CADEXSA,1350,Marcala,Jose Omar Acosta,275,Instituto Hondureño del Café,2015-01-01 00:00:00,2015-05-22,Catuai,Completed,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,10.0,7.17,Sample  80.75,9%,0 full defects,Green,2 full defects,Instituto Hondureño del Café,365
80.75,Arabica,N/A,Honduras,CIGRAH,1450 mals,Central Region,Reinerio Zepeda,275,Instituto Hondureño del Café,2015-01-01 00:00:00,2015-03-11,Catuai,Completed,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10.0,10.0,10.0,7.0,Sample  80.75,13%,0 full defects,Green,1 full defects,Instituto Hondureño del Café,365
80.75,Arabica,The Coffee Source Inc.,Costa Rica,The Coffee Source Inc.,1300 MSNM,SAN RAMON,SEVERAL,250,Specialty Coffee Association,2014-01-01 00:00:00,2014-04-11,Caturra,Completed,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,7.25,Sample  80.75,11%,0 full defects,Green,0 full defects,Specialty Coffee Association,365
80.75,Arabica,DIEGO MANUEL WOOLRICH RAMIREZ,Mexico,N/A,1200,OAXACA,"JOSE RIOS LARA, APOLONIA FRANCO TORRES, JENARO GONZALES MENDOZA",30,AMECAFE,2012-01-01 00:00:00,2012-09-04,Typica,Completed,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10.0,7.5,Sample  80.75,11%,0 full defects,Green,2 full defects,AMECAFE,365
80.75,Arabica,Myriam Kaplan-Pasternak,Haiti,Haiti Coffee,~1000 meters,Haiti,COOPAIMAR Copperative Agro Industriel de Marmelade,1,Specialty Coffee Association,2012-01-01 00:00:00,2012-05-22,Typica,Completed,Washed / Wet,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,10.0,7.25,Sample  80.75,12%,0 full defects,Green,0 full defects,Specialty Coffee Association,365
80.75,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),Kona Pacific Farmers Cooperative,N/A,Kona,N/A,3,Specialty Coffee Association,2011-01-01 00:00:00,2011-12-21,Arusha,Completed,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10.0,10.0,10.0,6.92,Sample  80.75,13%,0 full defects,Bluish-Green,6 full defects,Specialty Coffee Association,365
80.67,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,宸嶧國際,N/A,Taiwan,唐權盛,160,Blossom Valley International,2016-01-01 00:00:00,2016-08-12,Typica,Completed,Other,7.33,7.08,7.08,7.08,7.42,7.33,10.0,10.0,10.0,7.33,Sample  80.67,0%,0 full defects,Green,1 full defects,Blossom Valley International,365
80.67,Arabica,Aulia Arif Syahri,Indonesia,PT. Olam Indonesia,1200-1500,Sumatra Brastagi,Surbakti,200,Specialty Coffee Association,2015-01-01 00:00:00,2015-11-10,Mandheling,Completed,Semi-washed / Semi-pulped,7.58,7.42,7.0,7.67,7.5,7.5,9.33,9.33,10.0,7.33,Sample  80.67,13%,0 full defects,Blue-Green,1 full defects,Specialty Coffee Association,365
80.67,Arabica,Juan Luis Alvarado Romero,Guatemala,"SIEMBRAS VISION, S.A.",1500msnm,ANTIGUA,FINCA MEDINA,150,Asociacion Nacional Del Café,2015-01-01 00:00:00,2015-10-23,Bourbon,Completed,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,10.0,7.0,Sample  80.67,11%,0 full defects,Green,0 full defects,Asociacion Nacional Del Café,365
80.67,Arabica,"CECA, S.A.",Costa Rica,"CECA,S.A.",1.85,TARRAZU,Martin Gutierrez,240,Specialty Coffee Association of Costa Rica,2015-01-01 00:00:00,2015-02-27,Caturra,Completed,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,10.0,8.0,Sample  80.67,11%,0 full defects,Blue-Green,4 full defects,Specialty Coffee Association of Costa Rica,365
80.67,Arabica,AFCA,Malawi,R.W.J Wallace Ltd,990-1000M,Southern- Zomba,R.W.J. Wallace Ltd,100,Africa Fine Coffee Association,2014-01-01 00:00:00,2014-11-04,Caturra,Completed,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.17,Sample  80.67,12%,0 full defects,Bluish-Green,1 full defects,Africa Fine Coffee Association,365
80.67,Arabica,CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Mexico,CAFE DON BALBINO S.C. DE R.L. DE C.V.,1200,"EL DESMORONADO, TALPAN DE ALLENDE JALISCO",BALBINO RAMIREZ FLORES,20,AMECAFE,2014-01-01 00:00:00,2014-10-23,Typica,Completed,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,10.0,7.25,Sample  80.67,12%,0 full defects,Green,4 full defects,AMECAFE,365
80.67,Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,ecom cca sa,1550,Santander,N/A,250,Almacafé,2014-01-01 00:00:00,2014-04-14,Caturra,Completed,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10.0,10.0,6.67,8.5,Sample  80.67,0%,0 full defects,None,1 full defects,Almacafé,365
80.67,Arabica,Juan Luis Alvarado Romero,Guatemala,"FINCA SANTO TOMAS PACHUJ, GUATEMALA",1550,"SAN LUCAS TOLIMAN, SOLOLA","PACHUJ, S.A",250,Asociacion Nacional Del Café,2013-01-01 00:00:00,2013-06-05,Bourbon,Completed,Washed / Wet,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,10.0,7.33,Sample  80.67,12%,0 full defects,Green,5 full defects,Asociacion Nacional Del Café,365
80.67,Arabica,Juan Luis Alvarado Romero,Guatemala,"UNEX (GUATEMALA), S.A",N/A,ORIENTE,CHIQUIMULJA / ALPHA CAFE / SENFRO,250,Asociacion Nacional Del Café,2012-01-01 00:00:00,2012-01-25,Bourbon,Completed,Washed / Wet,7.0,7.33,7.5,7.33,7.0,7.33,10.0,10.0,10.0,7.17,Sample  80.67,11%,0 full defects,Green,2 full defects,Asociacion Nacional Del Café,365
80.67,Arabica,Juan Luis Alvarado Romero,Guatemala,"UNEX (GUATEMALA), S.A",N/A,ORIENTE,CHIQUIMULJA / ALPHA CAFE / SENFRO,250,Asociacion Nacional Del Café,2012-01-01 00:00:00,2012-01-25,Bourbon,Completed,Washed / Wet,7.0,7.5,7.33,7.17,7.17,7.17,10.0,10.0,10.0,7.33,Sample  80.67,11%,0 full defects,Green,3 full defects,Asociacion Nacional Del Café,365
80.67,Arabica,Racafe & Cia S.C.A,Colombia,N/A,N/A,Unknown,N/A,149,Almacafé,N/A,2011-03-15,Other,Completed,Other,7.17,7.25,7.08,7.42,7.08,7.42,10.0,10.0,10.0,7.25,Sample  80.67,18%,0 full defects,None,2 full defects,Almacafé,365
80.58,Arabica,BOURBON SPECIALTY COFFEES,Brazil,BOURBON SPECIALTY COFFEES,N/A,MONTE CARMELO,MAX KEND TAKIUTI E OUTROS,94,Brazil Specialty Coffee Association,2016-01-01 00:00:00,2016-03-11,Other,Completed,Other,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10.0,10.0,7.42,Sample  80.58,11%,0 full defects,Green,7 full defects,Brazil Specialty Coffee Association,365
80.58,Arabica,"Exportadora Atlantic, S.A.",Nicaragua,Exportadora Atlantic S.A,N/A,Nueva Segovia,ADONIS JOSE ORTEZ BELTRAN,275,Instituto Hondureño del Café,2016-01-01 00:00:00,2016-02-26,Other,Completed,Other,7.08,7.5,7.0,7.25,7.42,7.0,10.0,10.0,10.0,7.33,Sample  80.58,11%,0 full defects,Green,0 full defects,Instituto Hondureño del Café,365
80.58,Arabica,Burka Coffee Estate,Tanzania,Burka Coffee Estate,1400,Arusha,Burka Coffee Estates,10,Africa Fine Coffee Association,2014-01-01 00:00:00,2015-01-06,Other,Completed,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,Sample  80.58,12%,0 full defects,Bluish-Green,1 full defects,Africa Fine Coffee Association,365
80.58,Arabica,Ipanema Coffees,Brazil,Ipanema Coffees,1200,South Minas Gerais,Ipanema Agrícola SA,300,Specialty Coffee Association,2014-01-01 00:00:00,2014-10-17,Bourbon,Completed,Semi-washed / Semi-pulped,7.42,7.25,7.33,7.0,7.08,7.25,10.0,10.0,10.0,7.25,Sample  80.58,0%,0 full defects,Green,3 full defects,Specialty Coffee Association,365
80.58,Arabica,Beneficio Santa Rosa,Honduras,Beneficio Santa Rosa S.A.,1400 m.s.n.m.,Occidental,BSR,275,Instituto Hondureño del Café,2014-01-01 00:00:00,2014-04-30,Caturra,Completed,Washed / Wet,7.5,7.17,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.17,Sample  80.58,11%,0 full defects,Green,5 full defects,Instituto Hondureño del Café,365
80.58,Arabica,Juan Luis Alvarado Romero,Guatemala,"EXPORTCAFE, S.A.",4540 METROS,HUEHUETENANGO,BYRON ALONZO SOLIS,275,Asociacion Nacional Del Café,2014-01-01 00:00:00,2014-01-28,Bourbon,Completed,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10.0,10.0,10.0,7.25,Sample  80.58,11%,0 full defects,Green,5 full defects,Asociacion Nacional Del Café,365
80.58,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),N/A,N/A,Unknown,N/A,10,Specialty Coffee Association,N/A,2011-05-04,Other,Completed,Other,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,7.83,Sample  80.58,0%,0 full defects,None,0 full defects,Specialty Coffee Association,365
80.58,Arabica,Racafe & Cia S.C.A,Colombia,N/A,N/A,Unknown,N/A,149,Almacafé,N/A,2011-03-15,Other,Completed,Other,7.08,7.25,7.0,7.5,7.08,7.33,10.0,10.0,10.0,7.33,Sample  80.58,0%,0 full defects,None,2 full defects,Almacafé,365
80.5,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,王秋金,50,Taiwan,王秋金,20,Blossom Valley International,2017-01-01 00:00:00,2017-12-08,Other,Completed,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10.0,10.0,10.0,7.17,Sample  80.50,0%,0 full defects,Blue-Green,0 full defects,Blossom Valley International,365
80.5,Arabica,Juan Luis Alvarado Romero,Guatemala,"PETER SCHOELFELD, S.A",1500,SANTA ROSA,EDWIN MUÑOZ,275,Asociacion Nacional Del Café,2017-01-01 00:00:00,2017-09-08,Caturra,Completed,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,10.0,7.25,Sample  80.50,10%,0 full defects,Green,4 full defects,Asociacion Nacional Del Café,365
80.5,Arabica,Janny Marlith Torres,Honduras,Coffee planet Corporation S.A,1650,Ocotepeque,Jorge Alfredo Pinto,15,Instituto Hondureño del Café,2017-01-01 00:00:00,2017-08-23,Catuai,Completed,Washed / Wet,7.58,7.33,7.0,7.17,7.33,7.08,10.0,10.0,10.0,7.0,Sample  80.50,11%,0 full defects,Green,5 full defects,Instituto Hondureño del Café,365
80.5,Arabica,Case Noyale Ltd,Mauritius,Compagnie Sucrière de Bel Ombre ltd,280,Chamarel (South West),Case Noyale Ltd,1,Kenya Coffee Traders Association,2016-01-01 00:00:00,2016-02-11,Other,Completed,Other,7.25,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.25,Sample  80.50,12%,0 full defects,Green,0 full defects,Kenya Coffee Traders Association,365
80.5,Arabica,BOURBON SPECIALTY COFFEES,Brazil,BOURBON SPECIALTY COFFEES,1250 m,VALE DA GRAMA,Lindolpho de Carvalho Dias,300,Brazil Specialty Coffee Association,2015-01-01 00:00:00,2015-11-17,Yellow Bourbon,Completed,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10.0,10.0,7.33,Sample  80.50,11%,0 full defects,Green,3 full defects,Brazil Specialty Coffee Association,365
80.5,Arabica,Shwe Yin Mar Coffee,Myanmar,Shwe Yin Mar Coffee,3800,Pyin Oo Lwin,Shwe Yin Mar,1,Coffee Quality Institute,2015-01-01 00:00:00,2015-07-17,Other,Completed,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,10.0,10.0,10.0,7.08,Sample  80.50,0%,0 full defects,Green,2 full defects,Coffee Quality Institute,365
80.5,Arabica,Juan Luis Alvarado Romero,Guatemala,"OUTSPAN GUATEMALA, S.A.",4000 P.S.N.M.,ORIENTE,VARIOS,275,Asociacion Nacional Del Café,2014-01-01 00:00:00,2014-04-23,Other,Completed,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10.0,10.0,10.0,7.17,Sample  80.50,11%,0 full defects,Green,3 full defects,Asociacion Nacional Del Café,365
